timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1709438455737,32,HTTP Sampler,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:8082 [/127.0.0.1] failed: Connection refused: connect,API Thread Group 1-1,text,false,,2594,0,1,1,http://127.0.0.1:8082/api/v1/test/query?id=1,0,0,30
1709438455963,2,HTTP Sampler,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:8082 [/127.0.0.1] failed: Connection refused: connect,API Thread Group 1-2,text,false,,2594,0,1,1,http://127.0.0.1:8082/api/v1/test/query?id=1,0,0,1
1709438456363,2,HTTP Sampler,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:8082 [/127.0.0.1] failed: Connection refused: connect,API Thread Group 1-3,text,false,,2594,0,1,1,http://127.0.0.1:8082/api/v1/test/query?id=1,0,0,1
1709438456763,1,HTTP Sampler,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:8082 [/127.0.0.1] failed: Connection refused: connect,API Thread Group 1-4,text,false,,2594,0,1,1,http://127.0.0.1:8082/api/v1/test/query?id=1,0,0,1
1709438457163,2,HTTP Sampler,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 127.0.0.1:8082 [/127.0.0.1] failed: Connection refused: connect,API Thread Group 1-5,text,false,,2594,0,1,1,http://127.0.0.1:8082/api/v1/test/query?id=1,0,0,1
